# CVN-73 compartment register — generated by tools/gen_cvn73_hull.py (docs/zone-scheme.md).
# ILLUSTRATIVE: names plausible for the class, frames per the demo scheme, numbers invented.
# deck,<code>,<label>,<ordinal>
# space,<compartment_no>,<name>,<deck_code>,<zone>,<category>[,<frame>,<side>]
deck,flight,Flight Deck (04 level),-4
deck,gallery,Gallery Deck (03 level),-3
deck,o2,02 Level,-2
deck,o1,01 Level,-1
deck,Main,Main Deck (hangar),1
deck,2nd,Second Deck,2
deck,3rd,Third Deck,3
deck,4th,Fourth Deck,4
deck,1stplat,First Platform,5
deck,2ndplat,Second Platform,6
deck,hold,Hold,7
deck,db,Inner Bottom,8
space,04-20-1-Q,Catapult No. 1 track,flight,Z1,Aviation,20,starboard
space,04-24-2-Q,Catapult No. 2 track,flight,Z1,Aviation,24,port
space,04-44-0-Q,Bow non-skid field,flight,Z1,Aviation,44,centreline
space,04-90-1-Q,Aircraft elevator No. 1 platform,flight,Z1,Aviation,90,starboard
space,04-100-1-Q,Jet blast deflector No. 1,flight,Z1,Aviation,100,starboard
space,04-104-2-Q,Jet blast deflector No. 2,flight,Z1,Aviation,104,port
space,04-132-2-Q,Catapult No. 3 track,flight,Z1,Aviation,132,port
space,04-140-1-Q,Aircraft elevator No. 2 platform,flight,Z1,Aviation,140,starboard
space,04-150-2-Q,Aircraft elevator No. 4 platform,flight,Z1,Aviation,150,port
space,04-150-4-Q,Catapult No. 4 track,flight,Z1,Aviation,150,port
space,04-168-0-Q,Waist non-skid field,flight,Z1,Aviation,168,centreline
space,04-190-1-Q,Aircraft elevator No. 3 platform,flight,Z1,Aviation,190,starboard
space,04-208-2-Q,Jet blast deflector No. 3,flight,Z1,Aviation,208,port
space,04-214-0-Q,Arresting gear wire area,flight,Z1,Aviation,214,centreline
space,04-226-4-Q,Jet blast deflector No. 4,flight,Z1,Aviation,226,port
space,04-240-2-Q,LSO platform,flight,Z1,Aviation,240,port
space,04-246-0-Q,Fantail non-skid field,flight,Z1,Aviation,246,centreline
space,04-246-1-Q,Fantail arresting gear sheave space,flight,Z1,Aviation,246,starboard
space,03-10-1-Q,Catapult No. 1 launch valve room,gallery,Z3,Aviation,10,starboard
space,03-12-2-Q,Catapult No. 2 launch valve room,gallery,Z3,Aviation,12,port
space,03-20-1-Q,Catapult No. 1 machinery room,gallery,Z3,Machinery / operational,20,starboard
space,03-22-2-Q,Catapult No. 2 machinery room,gallery,Z3,Machinery / operational,22,port
space,03-36-0-T,Gallery deck passage No. 1,gallery,Z3,Passage / trunk,36,centreline
space,03-61-1-Q,Avionics shop No. 1,gallery,Z2,Aviation,61,starboard
space,03-61-2-Q,Avionics shop No. 2,gallery,Z2,Aviation,61,port
space,03-72-2-Q,Aviation storeroom No. 2,gallery,Z2,Aviation,72,port
space,03-73-1-Q,Aviation storeroom No. 1,gallery,Z2,Aviation,73,starboard
space,03-84-2-Q,Squadron ready storeroom No. 1,gallery,Z2,Aviation,84,port
space,03-85-1-Q,Avionics shop No. 3,gallery,Z2,Aviation,85,starboard
space,03-96-1-Q,Squadron ready storeroom No. 2,gallery,Z2,Aviation,96,starboard
space,03-97-2-Q,Aviation storeroom No. 3,gallery,Z2,Aviation,97,port
space,03-98-1-Q,Jet blast deflector No. 1 machinery room,gallery,Z2,Machinery / operational,98,starboard
space,03-102-2-Q,Jet blast deflector No. 2 machinery room,gallery,Z2,Machinery / operational,102,port
space,03-112-0-C,Combat Direction Center,gallery,Z2,Command & surveillance,112,centreline
space,03-118-2-Q,Catapult No. 3 machinery room,gallery,Z2,Machinery / operational,118,port
space,03-128-0-C,Carrier Intelligence Center (CVIC),gallery,Z2,Command & surveillance,128,centreline
space,03-136-4-Q,Catapult No. 4 machinery room,gallery,Z2,Machinery / operational,136,port
space,03-140-0-C,Flag plot,gallery,Z2,Command & surveillance,140,centreline
space,03-148-0-C,Strike operations,gallery,Z2,Command & surveillance,148,centreline
space,03-150-1-L,Ready Room No. 1,gallery,Z2,Living,150,starboard
space,03-156-0-T,Gallery deck passage No. 2,gallery,Z2,Passage / trunk,156,centreline
space,03-158-2-L,Ready Room No. 2,gallery,Z2,Living,158,port
space,03-166-1-L,Ready Room No. 3,gallery,Z2,Living,166,starboard
space,03-168-3-Q,Squadron maintenance control No. 1,gallery,Z2,Aviation,168,starboard
space,03-174-2-L,Ready Room No. 4,gallery,Z2,Living,174,port
space,03-176-4-Q,Air wing ordnance shop,gallery,Z2,Aviation,176,port
space,03-182-1-L,Ready Room No. 5,gallery,Z2,Living,182,starboard
space,03-184-3-Q,Squadron maintenance control No. 2,gallery,Z2,Aviation,184,starboard
space,03-190-2-L,Ready Room No. 6,gallery,Z2,Living,190,port
space,03-196-4-L,Air wing offices,gallery,Z2,Living,196,port
space,03-198-1-L,Ready Room No. 7,gallery,Z2,Living,198,starboard
space,03-206-0-T,Gallery deck passage No. 3,gallery,Z2,Passage / trunk,206,centreline
space,03-206-2-L,Ready Room No. 8,gallery,Z2,Living,206,port
space,03-214-1-L,Ready Room No. 9,gallery,Z2,Living,214,starboard
space,03-222-1-Q,Arresting gear engine room No. 1,gallery,Z2,Machinery / operational,222,starboard
space,03-226-2-Q,Arresting gear engine room No. 2,gallery,Z2,Machinery / operational,226,port
space,03-232-1-Q,Arresting gear engine room No. 3,gallery,Z2,Machinery / operational,232,starboard
space,03-236-2-Q,Arresting gear engine room No. 4,gallery,Z5,Machinery / operational,236,port
space,03-244-0-Q,Barricade stanchion machinery room,gallery,Z5,Machinery / operational,244,centreline
space,03-250-1-Q,Arresting gear sheave room – starboard,gallery,Z5,Machinery / operational,250,starboard
space,03-250-2-Q,Arresting gear sheave room – port,gallery,Z5,Machinery / operational,250,port
space,02-8-0-Q,Forecastle & anchor windlass room,o2,Z3,Machinery / operational,8,centreline
space,02-36-0-Q,Boatswain's stores – forecastle,o2,Z3,Stowage,36,centreline
space,02-40-1-Q,Catapult No. 1 steam accumulator room,o2,Z3,Machinery / operational,40,starboard
space,02-40-2-Q,Catapult No. 2 steam accumulator room,o2,Z3,Machinery / operational,40,port
space,02-56-2-A,Life raft stowage No. 2,o2,Z2,Stowage,56,port
space,02-57-1-A,Life raft stowage No. 1,o2,Z2,Stowage,57,starboard
space,02-60-0-C,Air operations,o2,Z2,Command & surveillance,60,centreline
space,02-72-0-C,Carrier air traffic control center (CATCC),o2,Z2,Command & surveillance,72,centreline
space,02-73-1-A,Sponson storeroom No. 1,o2,Z2,Stowage,73,starboard
space,02-73-2-A,Hose reel locker No. 1,o2,Z2,Stowage,73,port
space,02-86-1-Q,Aircraft elevator No. 1 machinery room,o2,Z2,Machinery / operational,86,starboard
space,02-88-1-A,Sponson storeroom No. 2,o2,Z2,Stowage,88,starboard
space,02-88-2-A,Life raft stowage No. 3,o2,Z2,Stowage,88,port
space,02-96-3-Q,Weapons elevator No. 1 machinery room – starboard,o2,Z2,Machinery / operational,96,starboard
space,02-104-1-A,Hose reel locker No. 2,o2,Z2,Stowage,104,starboard
space,02-104-4-Q,Weapons elevator No. 1 machinery room – port,o2,Z2,Machinery / operational,104,port
space,02-105-2-A,Ordnance ready service locker No. 1,o2,Z2,Stowage,105,port
space,02-120-3-Q,Weapons elevator No. 2 machinery room – starboard,o2,Z2,Machinery / operational,120,starboard
